seller_gst,product_category,subtotal,taxes,total_amount,gst_percentage,is_fraud,fraud_type
07HBJGO0810U1Z5,Electronics,7756.57,1396.18,9202.75,18.0,1,Calculation Error
08DHWTV9606E1Z5,Essential Medicine,2165.75,259.89,2425.64,12.0,0,None
31BJZKH1543Z1Z5,Grocery,1682.95,84.15,1767.1000000000001,5.0,0,None
03IXLUQ7561V1Z5,Electronics,40008.63,0,-100,18.0,1,Anomalous Value
27BCNLE5479D1Z5,Services,42697.35,7685.52,50382.869999999995,18.0,0,None
21ZHFTL2435U1Z5,Grocery,2617.87,130.89,2748.7599999999998,5.0,0,None
14EQPRY8276G1Z5,Grocery,10238.32,511.92,10750.24,5.0,0,None
03ULHGC0554X1Z5,Books,20752.52,3735.45,24487.97,5.0,1,Rate Mismatch
16VENRG3766A1Z5,Grocery,1990.06,238.81,2228.87,5.0,1,Rate Mismatch
35JYJCC3147Y1Z5,Luxury Goods,38834.44,10873.64,49758.08,28.000000000000004,1,Calculation Error
28VJMVU7404A1Z5,Grocery,15278.32,763.92,16042.24,5.0,0,None
02SPNVE8092E1Z5,Electronics,47009.89,8461.78,55471.67,18.0,0,None
05CTPJQ1960D1Z5,Grocery,25253.19,1262.66,26515.85,5.0,0,None
21GKQYR5578F1Z5,Luxury Goods,19869.56,5563.48,25433.04,28.000000000000004,0,None
31IVCJF4700F1Z5,Books,36659.62,1832.98,38492.600000000006,5.0,0,None
12WQSHX3779Y1Z5,Grocery,39400.83,7092.15,46492.98,5.0,1,Rate Mismatch
27MMDDK1155U1Z5,Luxury Goods,12875.61,643.78,13519.390000000001,28.000000000000004,1,Rate Mismatch
13IKVQP7728T1Z5,Luxury Goods,17139.41,4799.03,21938.44,28.000000000000004,0,None
P1F4HSGUCVCYJ3D,Essential Medicine,34537.51,4144.5,38682.01,12.0,1,Invalid GSTIN
34ZQMCF6087F1Z5,Electronics,48375.44,8707.58,57083.020000000004,18.0,0,None
02GNNUS4649L1Z5,Essential Medicine,45693.63,5483.24,51176.869999999995,12.0,0,None
20IQQYO1284P1Z5,Services,4310.08,775.81,5085.889999999999,18.0,0,None
01ULRCJ3854B1Z5,Books,7112.62,355.63,7468.25,5.0,0,None
09MMNNB0864K1Z5,Books,11933.12,596.66,12529.78,5.0,0,None
21ZZAMT3849I1Z5,Grocery,21410.71,1070.54,22481.25,5.0,0,None
34DKUWB7242T1Z5,Services,14821.65,2667.9,17489.55,18.0,0,None
29NAIIB5524V1Z5,Grocery,47030.71,8465.53,55496.24,5.0,1,Rate Mismatch
32IQJRJ2773I1Z5,Services,6421.87,1155.94,7577.8099999999995,18.0,0,None
10KNUGD5065L1Z5,Services,39928.69,7187.16,47115.850000000006,18.0,0,None
24AWINS7982M1Z5,Books,38397.38,1919.87,40317.25,5.0,0,None
24KVEPR1203C1Z5,Essential Medicine,3390.29,949.28,4339.57,12.0,1,Rate Mismatch
25UXJSE1058C1Z5,Luxury Goods,1331.78,372.9,1754.6799999999998,28.000000000000004,1,Calculation Error
04ZPOJS7172J1Z5,Essential Medicine,46959.92,5635.19,52595.11,12.0,0,None
05JJYTI6116W1Z5,Essential Medicine,10332.7,1859.89,12192.59,12.0,1,Rate Mismatch
08RD33FS4DV0STO,Grocery,1279.95,64.0,1343.95,5.0,1,Invalid GSTIN
34THSYM5585S1Z5,Grocery,43372.76,2168.64,45541.4,5.0,0,None
22RRPHB3491A1Z5,Electronics,36157.09,6508.28,42665.369999999995,18.0,0,None
35LMQRP2928G1Z5,Services,16697.22,3005.5,19702.72,18.0,0,None
35EDAET6887Q1Z5,Services,20052.84,3609.51,23662.35,18.0,0,None
14ACTJE0516N1Z5,Services,32379.07,5828.23,38207.3,18.0,0,None
23CXTWT7540X1Z5,Essential Medicine,6600.87,792.1,7392.97,12.0,0,None
27ROPGX5552A1Z5,Grocery,18788.37,939.42,19727.789999999997,5.0,0,None
18PWPCM2384F1Z5,Books,46207.84,2310.39,48518.229999999996,5.0,0,None
04DGMGI1636I1Z5,Essential Medicine,49491.97,5939.04,55431.01,12.0,0,None
15JNTXD3144V1Z5,Luxury Goods,32898.78,9211.66,42110.44,28.000000000000004,0,None
37GQNRA2048Q1Z5,Grocery,35810.14,1790.51,37600.65,5.0,0,None
02OSIUJ9555D1Z5,Electronics,14106.81,705.34,14812.15,18.0,1,Rate Mismatch
19VFNPT6274A1Z5,Electronics,7863.25,1415.38,9278.630000000001,18.0,0,None
33FACWO9625K1Z5,Electronics,18001.26,3240.23,21241.489999999998,18.0,0,None
33KNZSL1741U1Z5,Essential Medicine,8726.51,2443.42,11169.93,12.0,1,Rate Mismatch
34AIGZW8124S1Z5,Grocery,27941.37,1397.07,29338.44,5.0,0,None
02OUMGK0596T1Z5,Essential Medicine,47162.05,5659.45,52821.5,12.0,0,None
28OQFLP4098Q1Z5,Luxury Goods,28794.5,8062.46,36856.96,28.000000000000004,0,None
32SNGNN1543Q1Z5,Grocery,46233.37,2311.67,48545.04,5.0,0,None
27CCVZV6947Z1Z5,Essential Medicine,16514.27,825.71,17339.98,12.0,1,Rate Mismatch
IX1M9L3GSIC17B4,Luxury Goods,12632.27,3537.04,16169.310000000001,28.000000000000004,1,Invalid GSTIN
33NZQVM8189D1Z5,Services,28611.22,5150.02,33761.240000000005,18.0,0,None
03AOLQQ4881O1Z5,Essential Medicine,28877.2,3465.26,32342.46,12.0,0,None
17DWFPV4658M1Z5,Grocery,20915.75,1045.79,21961.54,5.0,0,None
25ZKUHU4901W1Z5,Grocery,3589.4,179.47,3768.87,5.0,0,None
22DMCKX8360N1Z5,Services,39489.96,0,-100,18.0,1,Anomalous Value
20INCMQ1472L1Z5,Grocery,33073.09,0,-100,5.0,1,Anomalous Value
13XKDEY0230Y1Z5,Electronics,17022.23,3064.0,20086.23,18.0,0,None
03BWNXQ2730M1Z5,Books,3695.79,184.79,3880.58,5.0,0,None
20QEAZI7566Q1Z5,Luxury Goods,3037.53,850.51,3888.04,28.000000000000004,0,None
26UQBFB2472K1Z5,Services,11588.09,2085.86,13673.95,18.0,0,None
27RZFQJ8444T1Z5,Services,34456.44,6202.16,40658.600000000006,18.0,0,None
27JGISQ0207O1Z5,Essential Medicine,32329.12,5819.24,38148.36,12.0,1,Rate Mismatch
36MLKRA0104N1Z5,Essential Medicine,40235.28,4828.23,45063.509999999995,12.0,0,None
20GLXFJ9622O1Z5,Books,12825.85,641.29,13467.14,5.0,0,None
15AHZYN6147Q1Z5,Luxury Goods,10758.32,3012.33,13770.65,28.000000000000004,0,None
03XIEQV8180O1Z5,Books,32990.12,1649.51,34639.630000000005,5.0,0,None
27LNJGD1867W1Z5,Books,24037.5,1201.88,25239.38,5.0,0,None
99NDHDE2VO9DOFA,Books,45087.17,2254.36,47341.53,5.0,1,Invalid GSTIN
29IQBXR1823W1Z5,Essential Medicine,32311.25,3877.35,36188.6,12.0,0,None
12TABRK7193K1Z5,Grocery,27421.97,1371.1,28793.07,5.0,0,None
15PAUIK2634R1Z5,Books,16625.4,831.27,17456.670000000002,5.0,0,None
01DCUNZ3889X1Z5,Essential Medicine,31928.77,3831.45,35760.22,12.0,0,None
02OMVJF5016T1Z5,Books,7550.03,377.5,7927.53,5.0,0,None
32YVVSV0303Z1Z5,Electronics,34414.21,6194.56,40608.77,18.0,0,None
36NNKVJ1183P1Z5,Essential Medicine,45817.62,5498.11,51315.73,12.0,0,None
23AXKMA8412B1Z5,Services,658.9,118.6,777.5,18.0,0,None
02FERWC0789J1Z5,Luxury Goods,3325.48,931.13,4356.61,28.000000000000004,1,Calculation Error
08NUGHC1791Y1Z5,Grocery,45743.2,2287.16,48030.36,5.0,0,None
22JYVDD7157H1Z5,Essential Medicine,15679.3,1881.52,17510.82,12.0,1,Calculation Error
35ZQZEQ7706B1Z5,Grocery,33757.83,1687.89,35445.72,5.0,0,None
02SMMDM1415Y1Z5,Essential Medicine,45734.81,5488.18,51222.99,12.0,0,None
14YBSXN8835S1Z5,Essential Medicine,21066.27,0,-100,12.0,1,Anomalous Value
13FJOLO5301Z1Z5,Books,46222.12,2311.11,48633.23,5.0,1,Calculation Error
01TKSYN5174I1Z5,Essential Medicine,3435.29,412.23,3847.52,12.0,0,None
34ZMBAP7331D1Z5,Services,29572.66,5323.08,34895.74,18.0,0,None
04BNXNQ7931M1Z5,Grocery,48592.91,2429.65,51022.560000000005,5.0,0,None
22YCZSJ8843Z1Z5,Services,43736.7,7872.61,51559.31,18.0,1,Calculation Error
KE7TMV97L2APJGS,Books,13022.28,651.11,13673.390000000001,5.0,1,Invalid GSTIN
01VOUIP5068W1Z5,Grocery,20477.06,1023.85,21500.91,5.0,0,None
01USCNI0429M1Z5,Essential Medicine,38992.13,4679.06,43671.189999999995,12.0,0,None
10URFCN4773B1Z5,Essential Medicine,2482.67,297.92,2780.59,12.0,0,None
IZEL1WP3LV8DQ20,Services,48441.04,8719.39,57160.43,18.0,1,Invalid GSTIN
34MWRUF0558G1Z5,Books,42966.67,2148.33,45165.0,5.0,1,Calculation Error
34CMRBO8520D1Z5,Services,9127.91,1643.02,10770.93,18.0,0,None
37XJSEL5186K1Z5,Electronics,21135.62,3804.41,24940.03,18.0,0,None
05VORAM0218S1Z5,Books,6971.39,348.57,7319.96,5.0,0,None
04QDQCX8352C1Z5,Electronics,36982.88,6656.92,43639.799999999996,18.0,0,None
AWIA4FO6SK7LLRA,Books,37478.5,1873.93,39352.43,5.0,1,Invalid GSTIN
16RYEQS9260L1Z5,Luxury Goods,4017.24,1124.83,5142.07,28.000000000000004,0,None
14FQZST2720F1Z5,Electronics,3709.31,0,-100,18.0,1,Anomalous Value
06KAMGG0002Q1Z5,Essential Medicine,3228.56,387.43,3615.99,12.0,0,None
30MIDKJ4142Y1Z5,Luxury Goods,11517.68,3224.95,14742.630000000001,28.000000000000004,0,None
34OFZAM4539T1Z5,Electronics,25362.11,4565.18,29927.29,18.0,0,None
25XTCOT6728R1Z5,Electronics,21935.46,0,-100,18.0,1,Anomalous Value
11LIDTY4618B1Z5,Essential Medicine,47063.75,13177.85,60241.6,12.0,1,Rate Mismatch
34QLTSE5843A1Z5,Electronics,34096.24,6137.32,40233.56,18.0,0,None
21YRHVJ1423P1Z5,Electronics,44338.11,7980.86,52318.97,18.0,0,None
14MHBGQ8716W1Z5,Books,34691.59,1734.58,36426.17,5.0,0,None
23PCBCC6510P1Z5,Electronics,48712.95,8768.33,57481.28,18.0,0,None
34JPTRZ2434X1Z5,Essential Medicine,20700.63,0,-100,12.0,1,Anomalous Value
36NYGQI7815I1Z5,Electronics,46906.2,8443.12,55349.32,18.0,0,None
29XAQZP3014U1Z5,Electronics,19479.6,3506.33,22985.93,18.0,0,None
19QDKQU5272Z1Z5,Luxury Goods,13681.3,3830.76,17512.059999999998,28.000000000000004,0,None
21VHRMZ7176D1Z5,Grocery,13745.43,0,-100,5.0,1,Anomalous Value
25ZVUTK3293C1Z5,Essential Medicine,48792.24,5855.07,54647.31,12.0,0,None
02RTAYE3160Q1Z5,Books,36135.79,10118.02,46253.81,5.0,1,Rate Mismatch
14NOOVG1103P1Z5,Books,14677.03,733.85,15410.880000000001,5.0,0,None
01UIFQH3459R1Z5,Grocery,31804.18,1590.21,33394.39,5.0,0,None
16NAECR9013Y1Z5,Electronics,44735.96,8052.47,52788.43,18.0,0,None
09ILZAJ8686B1Z5,Books,31271.33,1563.57,32884.9,5.0,1,Calculation Error
12PGZLC8322O1Z5,Essential Medicine,35624.14,4274.9,39899.04,12.0,0,None
15OZPKN5780Z1Z5,Books,33635.86,1681.79,35267.65,5.0,1,Calculation Error
09XZNFQ0115U1Z5,Services,10937.95,1968.83,12906.78,18.0,0,None
34NBPLM3058S1Z5,Grocery,5439.73,271.99,5711.719999999999,5.0,0,None
06AATHC7330R1Z5,Essential Medicine,25516.41,3061.97,28578.38,12.0,0,None
29VFVXX8498T1Z5,Essential Medicine,45689.17,5482.7,51171.869999999995,12.0,0,None
15TPQMN3595U1Z5,Grocery,25580.91,1279.05,26859.96,5.0,0,None
34RQKMZ6671C1Z5,Grocery,13914.26,695.71,14609.970000000001,5.0,0,None
23ZRXXT9911K1Z5,Books,42587.33,2129.37,44716.700000000004,5.0,0,None
04CQTDS2121U1Z5,Luxury Goods,14134.7,3957.72,18092.420000000002,28.000000000000004,0,None
34NVYHG9938A1Z5,Luxury Goods,12301.32,3444.37,15745.689999999999,28.000000000000004,0,None
36JFRBZ5506S1Z5,Essential Medicine,6123.67,734.84,6858.51,12.0,0,None
07QWTJZ7986H1Z5,Essential Medicine,40580.25,4869.63,45449.88,12.0,0,None
21DOEHB1637X1Z5,Grocery,40268.79,2013.44,42282.23,5.0,0,None
23KZEXZ7888S1Z5,Services,20245.66,3644.22,23889.88,18.0,0,None
21GJIHB7423X1Z5,Essential Medicine,16181.87,1941.82,18123.690000000002,12.0,0,None
22YHZGY8572Y1Z5,Grocery,14425.0,721.25,15146.25,5.0,0,None
35FCKLJ2838K1Z5,Electronics,13338.07,666.9,14004.97,18.0,1,Rate Mismatch
26DXYBY3212M1Z5,Services,45952.97,8271.53,54224.5,18.0,0,None
27UTVDZ5969O1Z5,Books,41650.73,2082.54,43733.270000000004,5.0,0,None
01VEXAE1182A1Z5,Grocery,42864.14,2143.21,45007.35,5.0,0,None
07ESEXZ4321O1Z5,Services,42000.46,7560.08,49560.54,18.0,0,None
18UIKHN2217X1Z5,Electronics,9278.69,1670.16,10948.85,18.0,0,None
30YTTYZ3105C1Z5,Books,29888.08,1494.4,31382.480000000003,5.0,0,None
16PBLAK9988C1Z5,Luxury Goods,9358.9,2620.49,11979.39,28.000000000000004,0,None
06UTFVC7911Z1Z5,Luxury Goods,21903.48,6132.97,28036.45,28.000000000000004,0,None
37NJERA7286D1Z5,Services,30424.41,5476.39,35900.8,18.0,0,None
08JAJAM6480X1Z5,Services,18045.22,3248.14,21293.36,18.0,0,None
Q39Y9UKQPKEJLEL,Essential Medicine,38467.79,4616.13,43083.92,12.0,1,Invalid GSTIN
19BWYUL9983D1Z5,Electronics,26683.24,4802.98,31486.22,18.0,0,None
26YJYOV0868T1Z5,Books,18921.69,946.08,19967.77,5.0,1,Calculation Error
6B9JDJGQ53HZLJT,Essential Medicine,13080.1,1569.61,14649.710000000001,12.0,1,Invalid GSTIN
12WBIIP9546D1Z5,Books,8378.99,418.95,8797.94,5.0,0,None
12IHTGE4877C1Z5,Electronics,35727.16,4287.26,40014.420000000006,18.0,1,Rate Mismatch
28WLOXY3193Z1Z5,Electronics,33819.29,6087.47,39906.76,18.0,0,None
01ADBAG6381Y1Z5,Luxury Goods,3625.16,1015.04,4640.2,28.000000000000004,0,None
21JGWNR5670T1Z5,Books,16487.67,824.38,17312.05,5.0,0,None
19DWLNE0252H1Z5,Grocery,48819.74,2440.99,51260.729999999996,5.0,0,None
21XLTWB1277J1Z5,Luxury Goods,4254.99,1191.4,5446.389999999999,28.000000000000004,0,None
30UHWVE3090C1Z5,Luxury Goods,32935.91,9222.05,42157.96000000001,28.000000000000004,0,None
10ZDHZI4008H1Z5,Essential Medicine,40090.15,4810.82,44900.97,12.0,0,None
24YEEHC9630B1Z5,Electronics,16597.94,2987.63,19585.57,18.0,0,None
12YYLQB5890F1Z5,Grocery,20858.08,1042.9,21900.980000000003,5.0,0,None
29OBDJB7728Z1Z5,Services,10056.42,1810.16,11866.58,18.0,0,None
14DBHZS4416K1Z5,Books,8165.44,408.27,8573.71,5.0,0,None
04GGBDY3311I1Z5,Electronics,38542.24,6937.6,45479.84,18.0,0,None
02XYIUR4222G1Z5,Electronics,6500.98,1170.18,7671.16,18.0,0,None
27DLXOP0895K1Z5,Books,31561.85,0,-100,5.0,1,Anomalous Value
15VRXOT0057W1Z5,Electronics,33451.99,6021.36,39473.35,18.0,0,None
25BRDQB4319Q1Z5,Services,2860.68,514.92,3375.6,18.0,0,None
33QBOQF4660J1Z5,Grocery,18370.9,918.55,19289.45,5.0,0,None
ICEAK4L00MG93KC,Grocery,12026.16,601.31,12627.47,5.0,1,Invalid GSTIN
17UMOOM1394G1Z5,Essential Medicine,31180.35,3741.64,34921.99,12.0,0,None
06HHFNL4628E1Z5,Books,10870.05,543.5,11413.55,5.0,0,None
33KIROP9176O1Z5,Luxury Goods,31546.41,8832.99,40329.4,28.000000000000004,1,Calculation Error
22UWBYR0277T1Z5,Books,15056.0,752.8,15808.8,5.0,0,None
16RBDSK6850N1Z5,Books,40658.45,2032.92,42691.369999999995,5.0,0,None
14VVQQD7640X1Z5,Services,13648.79,2456.78,16105.570000000002,18.0,0,None
33BJJXK9075N1Z5,Books,2875.8,143.79,3069.59,5.0,1,Calculation Error
08NUISH4636Z1Z5,Books,16109.58,805.48,16915.06,5.0,0,None
06ADION1314Q1Z5,Luxury Goods,12262.37,613.12,12875.490000000002,28.000000000000004,1,Rate Mismatch
21YWPCI7323T1Z5,Essential Medicine,49077.27,5889.27,54966.53999999999,12.0,0,None
11LLYFX0756O1Z5,Books,28289.65,1414.48,29804.13,5.0,1,Calculation Error
18XGOUH7577Y1Z5,Books,20256.79,1012.84,21269.63,5.0,0,None
32LWTWU0674Q1Z5,Books,24804.95,1240.25,26045.2,5.0,0,None
14UEIFU1025I1Z5,Services,31844.01,5731.92,37575.93,18.0,0,None
37WFFRN6924A1Z5,Electronics,35506.48,6391.17,41897.65,18.0,0,None
32YRPQG4028T1Z5,Luxury Goods,2832.16,793.0,3625.16,28.000000000000004,0,None
03YSVIQ5030T1Z5,Grocery,32518.2,1625.91,34144.11,5.0,0,None
29KEIKB2986H1Z5,Luxury Goods,46340.37,0,-100,28.000000000000004,1,Anomalous Value
21QGCCB6773T1Z5,Luxury Goods,37307.71,10446.16,47753.869999999995,28.000000000000004,0,None
23QRUAO1772S1Z5,Services,27524.14,4954.35,32478.489999999998,18.0,0,None
28JUNKE0966N1Z5,Grocery,28088.35,1404.42,29492.769999999997,5.0,0,None
19ZMHIM7431C1Z5,Books,9040.22,452.01,9492.23,5.0,0,None
08HLJGR1308B1Z5,Grocery,33259.81,5986.77,39246.58,5.0,1,Rate Mismatch
25ZFOSB3820I1Z5,Essential Medicine,45425.94,5451.11,50877.05,12.0,0,None
06DIKXI1708W1Z5,Services,10049.69,1808.94,11858.630000000001,18.0,0,None
22HGYBW7383C1Z5,Services,3986.1,717.5,4703.6,18.0,0,None
QZTP3VQSPO1QS5Z,Essential Medicine,42780.85,5133.7,47914.549999999996,12.0,1,Invalid GSTIN
03OJMQH2631M1Z5,Services,9462.71,1703.29,11166.0,18.0,0,None
32LUIXK5276G1Z5,Luxury Goods,35548.12,9953.47,45501.590000000004,28.000000000000004,0,None
02XXZXS8805O1Z5,Services,18869.49,3396.51,22266.0,18.0,0,None
01VRFOU4182T1Z5,Essential Medicine,43203.12,5184.37,48387.490000000005,12.0,0,None
RLDAXVNLA46FGVH,Grocery,14788.9,739.45,15528.35,5.0,1,Invalid GSTIN
14KJJEH9834I1Z5,Essential Medicine,27981.19,3357.74,31338.93,12.0,0,None
26XJMER7493J1Z5,Electronics,31025.95,5584.67,36660.62,18.0,1,Calculation Error
06TJZMV2507C1Z5,Books,37424.42,1871.22,39295.64,5.0,0,None
34TXVOZ9399Q1Z5,Electronics,2669.31,0,-100,18.0,1,Anomalous Value
16AOSSA4212O1Z5,Luxury Goods,34866.28,0,-100,28.000000000000004,1,Anomalous Value
11QYKWA8491C1Z5,Services,3452.76,621.5,4074.26,18.0,0,None
02IPNJC5747M1Z5,Services,18065.15,3251.73,21316.88,18.0,0,None
35HHQGI0086W1Z5,Services,27442.6,7683.93,35126.53,18.0,1,Rate Mismatch
07IXXYS5767M1Z5,Services,3696.06,665.29,4361.35,18.0,0,None
13BXHQW7383F1Z5,Books,11162.31,558.12,11720.43,5.0,0,None
13PBENV6583M1Z5,Electronics,47206.53,8497.18,55703.71,18.0,0,None
30FPNCG4286R1Z5,Luxury Goods,11796.13,3302.92,15099.05,28.000000000000004,0,None
13YNZKO3039J1Z5,Luxury Goods,30835.64,8633.98,39469.619999999995,28.000000000000004,0,None
19XXXOI9046D1Z5,Luxury Goods,42068.38,11779.15,53847.53,28.000000000000004,0,None
31LPJKM3396C1Z5,Services,32955.47,5931.98,38887.45,18.0,0,None
12SMCEY1896M1Z5,Books,41235.93,2061.8,43297.73,5.0,0,None
32QXOPL5955I1Z5,Grocery,47235.45,0,-100,5.0,1,Anomalous Value
04PCLNZ6936Z1Z5,Luxury Goods,18015.4,5044.31,23009.710000000003,28.000000000000004,1,Calculation Error
29AVPMF9636C1Z5,Luxury Goods,7521.76,2106.09,9627.85,28.000000000000004,0,None
23BCHSZ1143R1Z5,Essential Medicine,13903.61,695.18,14598.79,12.0,1,Rate Mismatch
34YNAFE8326P1Z5,Luxury Goods,12916.09,3616.51,16532.6,28.000000000000004,0,None
17ETQEF7362I1Z5,Essential Medicine,10160.86,1219.3,11380.16,12.0,0,None
09YAORH9129B1Z5,Electronics,13400.48,2412.09,15812.57,18.0,0,None
16KANBW7916V1Z5,Services,12413.44,2234.42,14647.86,18.0,0,None
EE5M6YYBZRGN9HW,Electronics,21966.89,3954.04,25920.93,18.0,1,Invalid GSTIN
29HBZJT8637J1Z5,Luxury Goods,20792.9,5822.01,26614.910000000003,28.000000000000004,0,None
31MYPDO8944X1Z5,Essential Medicine,19957.27,2394.87,22352.14,12.0,0,None
17IQUZE5709K1Z5,Grocery,26133.5,1306.68,27440.18,5.0,0,None
08FBSDQ9922F1Z5,Essential Medicine,7714.86,925.78,8640.64,12.0,0,None
25UALNF8928V1Z5,Grocery,5271.95,263.6,5635.55,5.0,1,Calculation Error
02EXUNJ9199H1Z5,Luxury Goods,22018.7,6165.24,28183.940000000002,28.000000000000004,0,None
02IYUTF3108J1Z5,Luxury Goods,7220.47,2021.73,9242.2,28.000000000000004,0,None
28GSGIL3593G1Z5,Books,26873.15,1343.66,28216.81,5.0,0,None
17JITQZ3214T1Z5,Grocery,6216.64,310.83,6527.47,5.0,0,None
15GRNQF0658X1Z5,Luxury Goods,20608.79,5770.46,26379.25,28.000000000000004,0,None
10KNZWV1685O1Z5,Luxury Goods,9764.44,0,-100,28.000000000000004,1,Anomalous Value
9H2MTXERINHP8ZQ,Books,4368.43,218.42,4586.85,5.0,1,Invalid GSTIN
06QQQIL7010G1Z5,Electronics,42907.53,7723.36,50630.89,18.0,0,None
25HWLTU6307O1Z5,Luxury Goods,6326.38,316.32,6642.7,28.000000000000004,1,Rate Mismatch
10DDBDR3191B1Z5,Grocery,40635.93,2031.8,42667.73,5.0,0,None
04NQUPA7166L1Z5,Essential Medicine,43050.3,5166.04,48216.340000000004,12.0,0,None
36HUXQE1432X1Z5,Essential Medicine,43217.06,5186.05,48403.11,12.0,0,None
13NFIZU5936F1Z5,Books,27486.58,1374.33,28860.910000000003,5.0,0,None
33URNJS3878E1Z5,Luxury Goods,36210.0,1810.5,38020.5,28.000000000000004,1,Rate Mismatch
13UOTUX1683N1Z5,Grocery,42250.58,2112.53,44413.11,5.0,1,Calculation Error
31EAJXU3640J1Z5,Services,28181.54,5072.68,33254.22,18.0,0,None
18DSNMR1028Q1Z5,Services,23205.55,4177.0,27332.55,18.0,1,Calculation Error
14UYITK1372D1Z5,Luxury Goods,28484.64,0,-100,28.000000000000004,1,Anomalous Value
22YBJPU7373M1Z5,Services,12542.76,627.14,13169.9,18.0,1,Rate Mismatch
27MQGCI0586R1Z5,Essential Medicine,41457.64,4974.92,46432.56,12.0,0,None
01ASDRW9505D1Z5,Books,26852.99,1342.65,28195.640000000003,5.0,0,None
21KTOTI8577M1Z5,Essential Medicine,6091.66,731.0,6822.66,12.0,0,None
09CVXRG3224V1Z5,Luxury Goods,33227.47,9303.69,42531.16,28.000000000000004,0,None
13HXZIT8487Z1Z5,Essential Medicine,49149.96,5898.0,55047.96,12.0,0,None
32HVJAD2409O1Z5,Essential Medicine,4653.7,558.44,5212.139999999999,12.0,0,None
01KOKFV5777I1Z5,Grocery,19935.42,996.77,20932.19,5.0,0,None
20PIDNP5350R1Z5,Books,15615.67,780.78,16396.45,5.0,0,None
17WDNSJ8872F1Z5,Electronics,25388.56,4569.94,29958.5,18.0,0,None
20WUWXS6175X1Z5,Luxury Goods,3908.48,1094.37,5002.85,28.000000000000004,0,None
30EZNZX6774U1Z5,Electronics,4273.52,769.23,5042.75,18.0,0,None
03TJRAQ3185Z1Z5,Electronics,22368.99,4026.42,26395.410000000003,18.0,0,None
03OGABH3337Z1Z5,Grocery,14061.88,703.09,14764.97,5.0,0,None
10DCMVR9496L1Z5,Electronics,45014.31,0,-100,18.0,1,Anomalous Value
20SYSBE7161D1Z5,Luxury Goods,48179.22,13490.18,61669.4,28.000000000000004,0,None
35DEWSV2486L1Z5,Grocery,19159.13,957.96,20117.09,5.0,0,None
05OQWVE0615J1Z5,Electronics,41238.35,7422.9,48611.25,18.0,1,Calculation Error
18FOYAX6848R1Z5,Essential Medicine,432.16,51.86,484.02000000000004,12.0,0,None
25TGBYM7314G1Z5,Books,1133.4,56.67,1190.0700000000002,5.0,0,None
16DHCZV5419K1Z5,Services,21479.33,0,-100,18.0,1,Anomalous Value
28GAQVL1393V1Z5,Essential Medicine,39117.28,1955.86,41073.14,12.0,1,Rate Mismatch
21OVDOW8569T1Z5,Luxury Goods,11783.21,3299.3,15082.509999999998,28.000000000000004,0,None
37JKQHN4873R1Z5,Essential Medicine,47709.55,5725.15,53434.700000000004,12.0,0,None
25RIHLA2804H1Z5,Grocery,42423.27,2121.16,44594.42999999999,5.0,1,Calculation Error
31FGZDG5598D1Z5,Services,21051.87,3789.34,24841.21,18.0,0,None
21MZZIC8060N1Z5,Grocery,44944.17,2247.21,47191.38,5.0,0,None
20GDPMD0416X1Z5,Luxury Goods,6863.23,1921.7,8784.93,28.000000000000004,0,None
27WIDJZ8027C1Z5,Luxury Goods,26923.26,0,-100,28.000000000000004,1,Anomalous Value
13XNTEV6951C1Z5,Grocery,44689.05,2234.45,46923.5,5.0,0,None
26EPEHD6708P1Z5,Luxury Goods,12147.77,3401.38,15549.150000000001,28.000000000000004,0,None
MF8EZGK9D9V9MO0,Services,26221.16,4719.81,30940.97,18.0,1,Invalid GSTIN
06RVFUP5997V1Z5,Electronics,28145.15,5066.13,33211.28,18.0,0,None
25MDGBE8187U1Z5,Grocery,27498.29,1374.91,28873.2,5.0,0,None
01DWYHR9298X1Z5,Services,17358.78,3124.58,20483.36,18.0,0,None
14PPYFO9987N1Z5,Grocery,30573.06,1528.65,32101.710000000003,5.0,0,None
10AKWTJ9232X1Z5,Services,20362.76,3665.3,24028.059999999998,18.0,0,None
34PEYAQ3492X1Z5,Essential Medicine,3848.17,692.67,4540.84,12.0,1,Rate Mismatch
0O6XCQ5SFBXHKX7,Luxury Goods,31345.1,8776.63,40121.729999999996,28.000000000000004,1,Invalid GSTIN
05QQNBW7690G1Z5,Essential Medicine,44945.19,5393.42,50438.61,12.0,1,Calculation Error
20HLACR4913R1Z5,Electronics,14274.53,2569.42,16843.95,18.0,0,None
16SLKNH8611G1Z5,Grocery,35436.19,1771.81,37208.0,5.0,0,None
16WYXUQ5737V1Z5,Luxury Goods,47523.83,0,-100,28.000000000000004,1,Anomalous Value
10MMSDE7887I1Z5,Electronics,18219.82,3279.57,21499.39,18.0,0,None
28CVBHM9985S1Z5,Essential Medicine,35954.69,4314.56,40269.25,12.0,0,None
32DGFQM4638S1Z5,Essential Medicine,20243.28,2429.19,22672.469999999998,12.0,0,None
02PVUIV4334E1Z5,Books,39604.19,1980.21,41584.4,5.0,0,None
27MDOKG4286M1Z5,Books,45716.5,2285.83,48002.33,5.0,0,None
24UUZID2956D1Z5,Books,23863.62,0,-100,5.0,1,Anomalous Value
07QJUFY2597O1Z5,Essential Medicine,11451.25,1374.15,12825.4,12.0,0,None
